Customer_ID,Signup_Date,Plan,Monthly_Fee,Region,Acquisition_Channel,Status,Tenure_Months,Churn_Date,Churn_Reason,Signup_Cohort
CUST00323,2023-05-10,Basic,299,East,Paid Ads,Churned,2,2023-07-09,Price too high,2023-05
CUST00324,2023-09-03,Standard,599,East,Social Media,Active,16,,,2023-09
CUST00325,2024-04-02,Basic,299,South,Organic,Active,9,,,2024-04
CUST00326,2023-07-11,Basic,299,South,Referral,Active,17,,,2023-07
CUST00327,2024-01-09,Basic,299,South,Paid Ads,Churned,10,2024-11-04,Found alternative,2024-01
CUST00328,2024-07-11,Standard,599,South,Paid Ads,Active,5,,,2024-07
CUST00329,2023-07-02,Basic,299,North,Organic,Churned,7,2024-01-28,Price too high,2023-07
CUST00330,2024-03-11,Basic,299,North,Organic,Churned,8,2024-11-06,Not using enough,2024-03
CUST00331,2023-04-01,Standard,599,West,Organic,Churned,2,2023-05-31,Found alternative,2023-04
CUST00332,2024-02-06,Basic,299,East,Organic,Churned,4,2024-06-05,Price too high,2024-02
CUST00333,2023-09-22,Standard,599,West,Paid Ads,Churned,13,2024-10-16,Technical issues,2023-09
CUST00334,2024-02-01,Standard,599,West,Referral,Active,11,,,2024-02
CUST00335,2024-07-17,Premium,999,West,Social Media,Active,5,,,2024-07
CUST00336,2023-07-23,Premium,999,North,Organic,Active,17,,,2023-07
CUST00337,2024-06-16,Basic,299,East,Social Media,Active,6,,,2024-06
CUST00338,2024-07-12,Standard,599,South,Paid Ads,Active,5,,,2024-07
CUST00339,2024-09-23,Premium,999,West,Social Media,Active,3,,,2024-09
CUST00340,2024-09-27,Basic,299,West,Referral,Churned,2,2024-11-26,Poor support experience,2024-09
CUST00341,2024-01-13,Premium,999,South,Organic,Active,11,,,2024-01
CUST00342,2024-06-21,Basic,299,North,Paid Ads,Churned,3,2024-09-19,Price too high,2024-06
CUST00343,2023-09-04,Basic,299,North,Paid Ads,Churned,10,2024-06-30,Found alternative,2023-09
CUST00344,2024-07-12,Standard,599,East,Organic,Active,5,,,2024-07
CUST00345,2024-05-02,Standard,599,South,Social Media,Active,8,,,2024-05
CUST00346,2024-08-18,Standard,599,North,Organic,Active,4,,,2024-08
CUST00347,2024-04-28,Premium,999,East,Paid Ads,Churned,5,2024-09-25,Technical issues,2024-04
CUST00348,2023-03-14,Standard,599,South,Referral,Active,21,,,2023-03
CUST00349,2023-02-25,Basic,299,West,Paid Ads,Churned,4,2023-06-25,Poor support experience,2023-02
CUST00350,2023-08-22,Premium,999,West,Social Media,Active,16,,,2023-08
CUST00351,2024-01-07,Standard,599,West,Organic,Active,11,,,2024-01
CUST00352,2023-10-30,Standard,599,North,Organic,Active,14,,,2023-10
CUST00353,2023-01-19,Basic,299,South,Organic,Churned,10,2023-11-15,Price too high,2023-01
CUST00354,2024-01-15,Premium,999,West,Organic,Churned,10,2024-11-10,Found alternative,2024-01
CUST00355,2023-11-03,Standard,599,North,Referral,Active,14,,,2023-11
CUST00356,2024-02-16,Standard,599,South,Paid Ads,Active,10,,,2024-02
CUST00357,2024-02-03,Standard,599,West,Referral,Churned,4,2024-06-02,Price too high,2024-02
CUST00358,2024-10-08,Premium,999,South,Paid Ads,Active,2,,,2024-10
CUST00359,2024-01-30,Premium,999,South,Organic,Active,11,,,2024-01
CUST00360,2024-08-13,Standard,599,West,Referral,Active,4,,,2024-08
CUST00361,2024-04-11,Premium,999,South,Organic,Active,8,,,2024-04
CUST00362,2023-10-12,Basic,299,East,Paid Ads,Churned,1,2023-11-11,Price too high,2023-10
CUST00363,2023-06-15,Basic,299,West,Organic,Churned,3,2023-09-13,Found alternative,2023-06
CUST00364,2024-05-12,Standard,599,North,Paid Ads,Churned,2,2024-07-11,Not using enough,2024-05
CUST00365,2023-02-13,Premium,999,South,Organic,Active,22,,,2023-02
CUST00366,2023-05-27,Premium,999,North,Organic,Active,19,,,2023-05
CUST00367,2024-08-30,Premium,999,West,Organic,Active,4,,,2024-08
CUST00368,2023-02-25,Basic,299,West,Organic,Active,22,,,2023-02
CUST00369,2024-08-25,Standard,599,South,Paid Ads,Churned,1,2024-09-24,Not using enough,2024-08
CUST00370,2023-03-16,Standard,599,West,Organic,Churned,11,2024-02-09,Price too high,2023-03
CUST00371,2023-08-30,Premium,999,West,Paid Ads,Churned,1,2023-09-29,Not using enough,2023-08
CUST00372,2023-03-22,Standard,599,West,Organic,Churned,11,2024-02-15,Technical issues,2023-03
CUST00373,2024-01-22,Basic,299,West,Referral,Active,11,,,2024-01
CUST00374,2024-09-23,Standard,599,South,Organic,Churned,1,2024-10-23,Poor support experience,2024-09
CUST00375,2023-01-12,Basic,299,South,Social Media,Churned,10,2023-11-08,Not using enough,2023-01
CUST00376,2024-10-15,Standard,599,South,Social Media,Churned,2,2024-12-14,Price too high,2024-10
CUST00377,2023-05-04,Premium,999,North,Paid Ads,Churned,14,2024-06-27,Poor support experience,2023-05
CUST00378,2023-09-11,Basic,299,North,Paid Ads,Churned,1,2023-10-11,Poor support experience,2023-09
CUST00379,2023-03-01,Premium,999,South,Organic,Churned,7,2023-09-27,Not using enough,2023-03
CUST00380,2024-06-20,Premium,999,North,Organic,Active,6,,,2024-06
CUST00381,2023-09-26,Standard,599,North,Referral,Active,15,,,2023-09
CUST00382,2023-09-13,Basic,299,West,Paid Ads,Churned,13,2024-10-07,Price too high,2023-09
CUST00383,2023-07-21,Standard,599,East,Organic,Active,17,,,2023-07
CUST00384,2023-04-18,Basic,299,East,Paid Ads,Churned,1,2023-05-18,Poor support experience,2023-04
CUST00385,2023-07-14,Premium,999,South,Referral,Active,17,,,2023-07
CUST00386,2024-07-20,Basic,299,South,Paid Ads,Churned,5,2024-12-17,Technical issues,2024-07
CUST00387,2023-05-30,Standard,599,East,Paid Ads,Churned,1,2023-06-29,Not using enough,2023-05
CUST00388,2024-06-07,Basic,299,East,Organic,Churned,4,2024-10-05,Technical issues,2024-06
CUST00389,2024-02-25,Basic,299,West,Organic,Active,10,,,2024-02
CUST00390,2024-05-11,Basic,299,North,Paid Ads,Active,7,,,2024-05
CUST00391,2024-01-01,Basic,299,South,Paid Ads,Active,12,,,2024-01
CUST00392,2023-07-06,Basic,299,East,Organic,Churned,5,2023-12-03,Price too high,2023-07
CUST00393,2023-05-28,Basic,299,South,Paid Ads,Churned,1,2023-06-27,Found alternative,2023-05
CUST00394,2023-09-08,Basic,299,West,Paid Ads,Churned,10,2024-07-04,Missing features,2023-09
CUST00395,2024-09-16,Basic,299,North,Paid Ads,Active,3,,,2024-09
CUST00396,2024-09-26,Standard,599,South,Organic,Active,3,,,2024-09
CUST00397,2023-08-20,Standard,599,South,Referral,Active,16,,,2023-08
CUST00398,2023-03-08,Basic,299,North,Referral,Churned,16,2024-06-30,Missing features,2023-03
CUST00399,2023-02-10,Basic,299,North,Organic,Churned,14,2024-04-05,Missing features,2023-02
CUST00400,2024-07-09,Standard,599,East,Organic,Active,5,,,2024-07
CUST00401,2024-05-30,Standard,599,West,Paid Ads,Active,7,,,2024-05
CUST00402,2023-10-13,Standard,599,South,Organic,Active,14,,,2023-10
CUST00403,2023-09-27,Basic,299,North,Referral,Active,15,,,2023-09
CUST00404,2023-08-29,Basic,299,East,Paid Ads,Active,16,,,2023-08
CUST00405,2024-07-05,Basic,299,North,Paid Ads,Active,5,,,2024-07
CUST00406,2023-05-23,Basic,299,West,Organic,Active,19,,,2023-05
CUST00407,2024-11-11,Premium,999,West,Referral,Active,1,,,2024-11
CUST00408,2024-10-19,Basic,299,South,Organic,Active,2,,,2024-10
CUST00409,2024-05-05,Premium,999,South,Paid Ads,Churned,6,2024-11-01,Missing features,2024-05
CUST00410,2023-08-13,Standard,599,North,Social Media,Active,16,,,2023-08
CUST00411,2023-08-29,Basic,299,West,Organic,Active,16,,,2023-08
CUST00412,2023-06-28,Basic,299,South,Organic,Churned,18,2024-12-19,Poor support experience,2023-06
CUST00413,2024-10-09,Basic,299,South,Organic,Active,2,,,2024-10
CUST00414,2024-08-19,Basic,299,South,Paid Ads,Active,4,,,2024-08
CUST00415,2023-02-18,Standard,599,East,Paid Ads,Churned,4,2023-06-18,Found alternative,2023-02
CUST00416,2024-05-11,Standard,599,South,Paid Ads,Active,7,,,2024-05
CUST00417,2024-07-16,Basic,299,North,Referral,Active,5,,,2024-07
CUST00418,2023-02-25,Basic,299,East,Organic,Churned,4,2023-06-25,Not using enough,2023-02
CUST00419,2024-03-16,Standard,599,North,Referral,Active,9,,,2024-03
CUST00420,2023-05-27,Standard,599,East,Paid Ads,Churned,11,2024-04-21,Missing features,2023-05
CUST00421,2024-09-19,Premium,999,South,Referral,Active,3,,,2024-09
CUST00422,2023-01-17,Basic,299,North,Referral,Churned,1,2023-02-16,Price too high,2023-01
CUST00423,2024-06-29,Basic,299,North,Organic,Churned,1,2024-07-29,Technical issues,2024-06
CUST00424,2024-07-09,Basic,299,East,Organic,Active,5,,,2024-07
CUST00425,2024-03-03,Standard,599,North,Organic,Active,10,,,2024-03
CUST00426,2024-09-13,Basic,299,West,Social Media,Active,3,,,2024-09
CUST00427,2023-01-17,Premium,999,West,Organic,Active,23,,,2023-01
CUST00428,2023-12-13,Basic,299,South,Paid Ads,Churned,7,2024-07-10,Not using enough,2023-12
CUST00429,2023-06-05,Standard,599,North,Social Media,Active,19,,,2023-06
CUST00430,2023-09-19,Premium,999,North,Organic,Churned,14,2024-11-12,Found alternative,2023-09
CUST00431,2023-02-10,Basic,299,East,Paid Ads,Churned,4,2023-06-10,Price too high,2023-02
CUST00432,2024-06-06,Basic,299,South,Paid Ads,Active,6,,,2024-06
CUST00433,2024-03-28,Standard,599,North,Organic,Active,9,,,2024-03
CUST00434,2023-09-04,Premium,999,East,Organic,Active,16,,,2023-09
CUST00435,2023-06-09,Premium,999,North,Organic,Churned,11,2024-05-04,Price too high,2023-06
CUST00436,2024-01-23,Premium,999,West,Organic,Active,11,,,2024-01
CUST00437,2024-01-16,Standard,599,North,Social Media,Active,11,,,2024-01
CUST00438,2024-05-06,Basic,299,South,Organic,Active,7,,,2024-05
CUST00439,2024-03-06,Premium,999,West,Referral,Churned,5,2024-08-03,Not using enough,2024-03
CUST00440,2024-05-28,Basic,299,West,Paid Ads,Churned,2,2024-07-27,Found alternative,2024-05
CUST00441,2024-11-24,Premium,999,West,Referral,Active,1,,,2024-11
CUST00442,2024-08-17,Premium,999,North,Paid Ads,Active,4,,,2024-08
CUST00443,2024-10-19,Basic,299,North,Referral,Active,2,,,2024-10
CUST00444,2023-10-29,Premium,999,West,Social Media,Churned,3,2024-01-27,Found alternative,2023-10
CUST00445,2024-01-01,Basic,299,South,Referral,Active,12,,,2024-01
CUST00446,2024-11-19,Premium,999,North,Organic,Active,1,,,2024-11
CUST00447,2024-09-02,Basic,299,West,Referral,Active,4,,,2024-09
CUST00448,2024-02-09,Basic,299,West,Paid Ads,Churned,6,2024-08-07,Price too high,2024-02
CUST00449,2024-11-15,Premium,999,East,Social Media,Active,1,,,2024-11
CUST00450,2023-12-21,Standard,599,North,Paid Ads,Churned,5,2024-05-19,Price too high,2023-12
CUST00451,2023-01-05,Basic,299,West,Organic,Churned,3,2023-04-05,Price too high,2023-01
CUST00452,2024-09-23,Basic,299,North,Organic,Active,3,,,2024-09
CUST00453,2024-04-22,Basic,299,South,Paid Ads,Active,8,,,2024-04
CUST00454,2023-05-01,Basic,299,East,Paid Ads,Active,20,,,2023-05
CUST00455,2024-03-26,Basic,299,West,Paid Ads,Churned,2,2024-05-25,Missing features,2024-03
CUST00456,2024-06-25,Basic,299,North,Paid Ads,Churned,2,2024-08-24,Not using enough,2024-06
CUST00457,2024-06-07,Standard,599,West,Organic,Active,6,,,2024-06
CUST00458,2024-09-16,Premium,999,West,Paid Ads,Active,3,,,2024-09
CUST00459,2023-01-11,Standard,599,West,Organic,Churned,2,2023-03-12,Technical issues,2023-01
CUST00460,2023-10-23,Basic,299,East,Paid Ads,Churned,9,2024-07-19,Missing features,2023-10
CUST00461,2024-11-27,Basic,299,East,Paid Ads,Active,1,,,2024-11
CUST00462,2023-05-04,Basic,299,North,Organic,Churned,1,2023-06-03,Poor support experience,2023-05
CUST00463,2023-04-21,Basic,299,North,Organic,Churned,5,2023-09-18,Price too high,2023-04
CUST00464,2023-12-16,Standard,599,North,Social Media,Churned,5,2024-05-14,Poor support experience,2023-12
CUST00465,2024-08-04,Basic,299,South,Paid Ads,Churned,2,2024-10-03,Missing features,2024-08
CUST00466,2023-07-15,Basic,299,West,Social Media,Churned,5,2023-12-12,Poor support experience,2023-07
CUST00467,2024-10-09,Basic,299,North,Referral,Active,2,,,2024-10
CUST00468,2023-10-02,Standard,599,East,Organic,Churned,9,2024-06-28,Technical issues,2023-10
CUST00469,2023-08-15,Basic,299,South,Organic,Churned,6,2024-02-11,Not using enough,2023-08
CUST00470,2023-02-11,Basic,299,West,Paid Ads,Churned,8,2023-10-09,Price too high,2023-02
CUST00471,2024-04-17,Standard,599,West,Organic,Active,8,,,2024-04
CUST00472,2024-04-13,Standard,599,North,Organic,Active,8,,,2024-04
CUST00473,2024-11-15,Basic,299,East,Paid Ads,Churned,1,2024-12-15,Not using enough,2024-11
CUST00474,2023-05-16,Basic,299,West,Referral,Active,19,,,2023-05
CUST00475,2024-04-23,Standard,599,West,Social Media,Churned,2,2024-06-22,Price too high,2024-04
CUST00476,2024-06-02,Basic,299,South,Referral,Active,7,,,2024-06
CUST00477,2024-05-04,Standard,599,South,Organic,Active,8,,,2024-05
CUST00478,2024-10-19,Standard,599,East,Organic,Active,2,,,2024-10
CUST00479,2024-11-26,Premium,999,South,Organic,Active,1,,,2024-11
CUST00480,2024-05-01,Standard,599,North,Organic,Churned,3,2024-07-30,Technical issues,2024-05
CUST00481,2024-04-12,Premium,999,South,Paid Ads,Active,8,,,2024-04
CUST00482,2024-05-02,Standard,599,West,Organic,Active,8,,,2024-05
CUST00483,2023-08-10,Basic,299,South,Paid Ads,Churned,6,2024-02-06,Found alternative,2023-08
CUST00484,2023-02-09,Standard,599,South,Referral,Active,23,,,2023-02
CUST00485,2024-01-21,Basic,299,North,Organic,Churned,1,2024-02-20,Found alternative,2024-01
CUST00486,2024-04-17,Basic,299,East,Organic,Churned,5,2024-09-14,Poor support experience,2024-04
CUST00487,2023-04-17,Premium,999,West,Paid Ads,Churned,9,2024-01-12,Found alternative,2023-04
CUST00488,2023-07-03,Premium,999,South,Organic,Churned,7,2024-01-29,Missing features,2023-07
CUST00489,2024-11-13,Premium,999,West,Paid Ads,Active,1,,,2024-11
CUST00490,2023-04-19,Premium,999,West,Referral,Active,20,,,2023-04
CUST00491,2024-06-28,Premium,999,West,Organic,Active,6,,,2024-06
CUST00492,2023-09-22,Basic,299,East,Organic,Active,15,,,2023-09
CUST00493,2024-09-01,Basic,299,East,Referral,Active,4,,,2024-09
CUST00494,2024-11-20,Basic,299,South,Organic,Active,1,,,2024-11
CUST00495,2024-01-09,Basic,299,South,Referral,Churned,8,2024-09-05,Poor support experience,2024-01
CUST00496,2024-05-06,Standard,599,East,Referral,Active,7,,,2024-05
CUST00497,2023-01-25,Standard,599,South,Paid Ads,Churned,22,2024-11-15,Poor support experience,2023-01
CUST00498,2023-04-15,Basic,299,West,Paid Ads,Churned,19,2024-11-05,Price too high,2023-04
CUST00499,2024-04-21,Basic,299,West,Organic,Active,8,,,2024-04
CUST00500,2023-12-17,Basic,299,North,Paid Ads,Churned,3,2024-03-16,Poor support experience,2023-12
CUST00501,2024-02-05,Premium,999,South,Paid Ads,Active,11,,,2024-02
CUST00502,2024-01-24,Standard,599,West,Organic,Active,11,,,2024-01
CUST00503,2023-02-19,Basic,299,West,Organic,Churned,10,2023-12-16,Price too high,2023-02
CUST00504,2023-01-17,Standard,599,South,Organic,Churned,22,2024-11-07,Price too high,2023-01
CUST00505,2023-02-22,Standard,599,West,Referral,Churned,21,2024-11-13,Price too high,2023-02
CUST00506,2024-10-12,Standard,599,West,Referral,Active,2,,,2024-10
CUST00507,2023-05-10,Standard,599,South,Organic,Churned,15,2024-08-02,Found alternative,2023-05
CUST00508,2023-06-08,Basic,299,North,Paid Ads,Churned,3,2023-09-06,Missing features,2023-06
CUST00509,2024-06-09,Premium,999,West,Referral,Active,6,,,2024-06
CUST00510,2023-10-21,Standard,599,West,Organic,Churned,7,2024-05-18,Found alternative,2023-10
CUST00511,2024-10-23,Basic,299,West,Social Media,Active,2,,,2024-10
CUST00512,2023-12-11,Basic,299,South,Organic,Churned,9,2024-09-06,Not using enough,2023-12
CUST00513,2024-08-01,Standard,599,North,Social Media,Churned,2,2024-09-30,Price too high,2024-08
CUST00514,2023-10-09,Standard,599,South,Social Media,Churned,12,2024-10-03,Not using enough,2023-10
CUST00515,2024-01-11,Premium,999,West,Organic,Active,11,,,2024-01
CUST00516,2023-04-10,Standard,599,West,Social Media,Churned,10,2024-02-04,Not using enough,2023-04
CUST00517,2023-12-21,Premium,999,South,Paid Ads,Active,12,,,2023-12
CUST00518,2024-03-25,Basic,299,South,Organic,Churned,1,2024-04-24,Poor support experience,2024-03
CUST00519,2024-04-10,Premium,999,East,Paid Ads,Active,8,,,2024-04
CUST00520,2024-07-07,Standard,599,South,Paid Ads,Active,5,,,2024-07
CUST00521,2024-09-08,Basic,299,South,Organic,Active,3,,,2024-09
CUST00522,2024-02-20,Premium,999,South,Referral,Active,10,,,2024-02
CUST00523,2024-03-18,Basic,299,East,Social Media,Churned,9,2024-12-13,Missing features,2024-03
CUST00524,2023-01-08,Basic,299,North,Organic,Churned,11,2023-12-04,Technical issues,2023-01
CUST00525,2023-01-28,Basic,299,East,Referral,Churned,10,2023-11-24,Technical issues,2023-01
CUST00526,2023-04-16,Basic,299,East,Social Media,Churned,12,2024-04-10,Technical issues,2023-04
CUST00527,2023-12-05,Basic,299,West,Paid Ads,Churned,4,2024-04-03,Poor support experience,2023-12
CUST00528,2023-11-01,Standard,599,West,Referral,Active,14,,,2023-11
CUST00529,2023-01-15,Premium,999,North,Social Media,Churned,21,2024-10-06,Price too high,2023-01
CUST00530,2023-10-23,Basic,299,North,Referral,Churned,1,2023-11-22,Found alternative,2023-10
CUST00531,2023-03-13,Standard,599,South,Social Media,Active,21,,,2023-03
CUST00532,2024-07-29,Basic,299,South,Social Media,Active,5,,,2024-07
CUST00533,2023-08-27,Premium,999,South,Social Media,Active,16,,,2023-08
CUST00534,2024-03-12,Basic,299,West,Organic,Active,9,,,2024-03
CUST00535,2023-02-02,Premium,999,South,Paid Ads,Churned,9,2023-10-30,Found alternative,2023-02
CUST00536,2023-09-02,Standard,599,West,Social Media,Active,16,,,2023-09
CUST00537,2023-05-07,Standard,599,North,Organic,Churned,2,2023-07-06,Not using enough,2023-05
CUST00538,2023-02-03,Standard,599,North,Organic,Churned,12,2024-01-29,Poor support experience,2023-02
CUST00539,2023-07-10,Standard,599,West,Organic,Active,18,,,2023-07
CUST00540,2024-09-16,Standard,599,North,Paid Ads,Active,3,,,2024-09
CUST00541,2024-03-05,Standard,599,North,Organic,Active,10,,,2024-03
CUST00542,2023-10-01,Premium,999,South,Organic,Active,15,,,2023-10
CUST00543,2023-05-24,Premium,999,South,Paid Ads,Churned,6,2023-11-20,Price too high,2023-05
CUST00544,2024-11-05,Basic,299,East,Paid Ads,Active,1,,,2024-11
CUST00545,2023-07-10,Standard,599,West,Organic,Churned,11,2024-06-04,Poor support experience,2023-07
CUST00546,2023-02-10,Basic,299,North,Referral,Churned,5,2023-07-10,Found alternative,2023-02
CUST00547,2023-01-27,Basic,299,North,Paid Ads,Churned,4,2023-05-27,Technical issues,2023-01
CUST00548,2024-01-31,Standard,599,North,Paid Ads,Churned,5,2024-06-29,Found alternative,2024-01
CUST00549,2023-03-27,Standard,599,East,Organic,Churned,2,2023-05-26,Missing features,2023-03
CUST00550,2023-03-13,Standard,599,East,Referral,Churned,21,2024-12-02,Poor support experience,2023-03
CUST00551,2023-05-19,Standard,599,West,Organic,Active,19,,,2023-05
CUST00552,2023-09-04,Premium,999,West,Organic,Active,16,,,2023-09
CUST00553,2023-02-10,Basic,299,South,Paid Ads,Churned,16,2024-06-04,Found alternative,2023-02
CUST00554,2024-02-04,Standard,599,South,Social Media,Churned,9,2024-10-31,Price too high,2024-02
CUST00555,2023-09-01,Standard,599,West,Referral,Churned,15,2024-11-24,Missing features,2023-09
CUST00556,2023-02-11,Basic,299,West,Paid Ads,Churned,8,2023-10-09,Found alternative,2023-02
CUST00557,2024-01-11,Basic,299,East,Social Media,Churned,6,2024-07-09,Not using enough,2024-01
CUST00558,2024-01-06,Standard,599,West,Organic,Churned,6,2024-07-04,Found alternative,2024-01
CUST00559,2024-05-14,Basic,299,North,Paid Ads,Churned,5,2024-10-11,Missing features,2024-05
CUST00560,2023-02-02,Standard,599,East,Organic,Churned,6,2023-08-01,Price too high,2023-02
CUST00561,2024-02-23,Basic,299,North,Paid Ads,Churned,8,2024-10-20,Price too high,2024-02
CUST00562,2024-04-23,Premium,999,South,Paid Ads,Active,8,,,2024-04
CUST00563,2024-10-03,Standard,599,West,Organic,Active,2,,,2024-10
CUST00564,2023-06-18,Basic,299,South,Paid Ads,Churned,6,2023-12-15,Not using enough,2023-06
CUST00565,2023-04-24,Standard,599,South,Paid Ads,Churned,19,2024-11-14,Missing features,2023-04
CUST00566,2023-04-18,Standard,599,West,Organic,Active,20,,,2023-04
CUST00567,2023-01-09,Basic,299,South,Organic,Churned,2,2023-03-10,Poor support experience,2023-01
CUST00568,2023-10-23,Standard,599,West,Organic,Active,14,,,2023-10
CUST00569,2024-03-04,Standard,599,North,Paid Ads,Active,10,,,2024-03
CUST00570,2024-07-22,Standard,599,North,Referral,Active,5,,,2024-07
